상호명,카테고리,평점,주소,운영시간,메뉴,시설
천일회센타,회,0,부산 영도구 하리해안길 6-7 (우)49125,['null'],{},{}
고래와신사 더마린,일식집,0,부산 영도구 태종로 759 신흥하리상가 1층 102호 (우)49125,['null'],{},{}
원유로 스폐셜티 부산영도오션시티점,카페,0,부산 영도구 동삼오션로 30 오션시티푸르지오 상가 1층 114호 (우)49128,['매일 09:00 ~ 21:00'],"{'시그니처 오리진': '2,000', '시그니처 블랜드': '2,000', '시그니처 디카페인': '3,500', '스폐셜티 라떼': '3,000', '바닐라 라떼': '3,500'}",{}
블루샥 영도동삼동오션시티점,블루샥,5.0,부산 영도구 동삼오션로 58 (우)49128,['월~금 07:30 ~ 21:00'],{},{'WIFI': '가능'}
바베큐엘,양식,0,부산 영도구 해양로301번길 45 국립해양박물관 2층 (우)49111,['null'],{},{}
오춘자비어,"호프,요리주점",0,부산 영도구 태종로 764 (우)49126,['null'],{},{}
젠부,일본식주점,0,부산 영도구 태종로 764 (우)49126,['null'],{},{}
원유로스페셜티 부산영도오션시티점,원유로스페셜티,2.3,부산 영도구 동삼오션로 30 상가 1층 114호 (우)49128,['null'],{},{}
동큐두마리치킨 해양대점,치킨,0,부산 영도구 태종로 759 (우)49125,['null'],{},{}
요트앤비어,"호프,요리주점",0,부산 영도구 태종로 724 (우)49124,['null'],{},{}
해사대학관카페,카페,0,부산 영도구 태종로 727 (우)49112,['null'],{},{}
ebb,"제과,베이커리",5.0,부산 영도구 동삼오션로 30 (우)49128,['null'],{},{}
천사날개트럭,음식점,0,부산 영도구 해양로301번길 45 (우)49111,['null'],{},{}
부산 실비횟집,회,0,부산 영도구 하리해안길 6-3 (우)49125,['null'],{},{}
파슷타애요영도점,양식,0,부산 영도구 태종로 730 (우)49124,['null'],{},{}
더리터 해양박물관점,더리터,0,부산 영도구 해양로301번길 45 4층 (우)49111,['null'],{},{}
아일랜드크랩,"게,대게",0,부산 영도구 동삼동 1125-39 국립해양박물관 2층,['null'],{},{}
해양푸드코트,푸드코트,0,부산 영도구 해양로301번길 45 (우)49111,['null'],{},{}
ebb,"제과,베이커리",0,부산 영도구 동삼오션로 58 시타딘커넥트 호텔 244호 (우)49128,['null'],{},{}
파숫타애요 영도점,양식,0,부산 영도구 태종로 730 (우)49124,['null'],{},{}
더리터 스페이스 1호점,커피전문점,0,부산 영도구 해양로301번길 45 4층 (우)49111,['null'],{},{}
쌍둥이숯불두마리치킨 쌍둥이숯불두마리치킨,술집,0,부산 영도구 태종로 764 (우)49126,['null'],{},{}
부산해양경찰서 구내식당,구내식당,0,부산 영도구 해양로 293 (우)49111,['null'],{},{}
유채꽃식당,한식,0,부산 영도구 태종로756번길 5 (우)49124,['null'],{},{}
요트크럽,양식,0,부산 영도구 해양로301번길 17 (우)49111,['null'],{},{}
해용호,"해물,생선",0,부산 영도구 하리해안길 12 (우)49125,['null'],{},{}
유정원,일식집,0,부산 영도구 태종로780번길 24-12 (우)49126,['null'],{},{}
포차왕2,실내포장마차,0,부산 영도구 태종로 763 2층 (우)49125,['null'],{},{}
철판때기닭갈비집,한식,0,부산 영도구 하리동길 3 (우)49125,['null'],{},{}
오션라운지,음식점,0,부산 영도구 해양로301번길 45 (우)49111,['null'],{},{}
빡벳부산 빡벳부산,카페,0,부산 영도구 동삼오션로 30 (우)49128,['null'],{},{}
하리회식당,일식,0,부산 영도구 동삼오션로 30 (우)49128,['null'],{},{}
부일식당,한식,0,부산 영도구 하리해안길 12 (우)49125,['null'],{},{}
파라다이스,술집,0,부산 영도구 태종로 756 (우)49124,['null'],{},{}
영도에프엔디,한식,0,부산 영도구 태종로 759 (우)49125,['null'],{},{}
원유로스페셜티 원유로스페셜티,카페,0,부산 영도구 동삼오션로 30 (우)49128,['null'],{},{}
에테르,디저트카페,3.6,부산 영도구 절영로 234 1~3층 (우)49081,['매일 10:00 ~ 21:00'],"{'아메리카노': '5,800'}",{'주차': '가능'}
목장원,"육류,고기",2.5,부산 영도구 절영로 355 본관 2층 (우)49113,['매일 11:30 ~ 21:30'],"{'양념갈빗살구이 (120g)': '21,000', '진 갈빗살 소금구이 (100g)': '25,000', '한우 양념구이 (120g)': '28,000', '한우곰탕': '13,000', '갈비탕': '13,000', '물냉면': '10,000', '': ''}",{}
백설대학,분식,3.1,부산 영도구 웃서발로 72 (우)49102,"['화~토 11:30 ~ 21:00', '화~토 휴게시간 14:20 ~ 15:40']","{'김밥': '2,500', '참치김밥': '3,500', '쫄우동': '5,500', '비빔쫄면': '5,500', '떡볶이 (1인분)': '3,500'}",{'주차': ''}
영도해녀촌,"해물,생선",2.5,부산 영도구 중리남로 2-36 영도해녀문화전시관 1층 (우)49123,['null'],"{'성게': '10,000', '성게김밥': '10,000', '해물파전': '10,000', '낙지파전': '10,000', '매생이전': '10,000'}",{}
손목서가,북카페,3.7,부산 영도구 흰여울길 307 (우)49081,['매일 11:00 ~ 19:00'],"{'드립커피': '7,000', '카푸치노 (HOT)': '6,000', '하우스 칵테일': '8,000', '쓰리 카모마일': '5,000', '잉글리쉬 브랙퍼스트': '6,000'}",{'주차': ''}
제주복국,복어,4.3,부산 영도구 절영로 481 (우)49118,['매일 09:00 ~ 21:00'],"{'까치복매운탕/지리': '17,000', '참 복매운탕/지리': '20,000', '생참복매운탕/지리': '25,000', '은 복수육': '30,000', '밀 복수육': '40,000'}","{'WIFI': '', '동물출입': '', '주차': '가능', '휠체어사용': '', '놀이방': ''}"
송도1913,조개,160,부산 서구 등대로 11 (우)49264,['월~목 12:00 ~ 24:00'],"{'조개구이 (소)': '50,000', '장어구이 (소)': '60,000', '조개+이베리코꽃목살(150g)세트': '60,000', '송도해수욕탕 (중)': '55,000', '모듬해물 (소)': '40,000'}","{'WIFI': '가능', '주차': '가능'}"
희자매,조개,3.1,부산 서구 암남동 620-28,['수 11:00 ~ 24:00'],"{'해산물 모듬 (소)': '50,000', '왕새우 버터구이 (소)': '40,000', '전복 버터구이 (소)': '50,000', '조개구이 (소)': '60,000', '전복죽 (1인분)': '15,000'}",{}
TCC 송도점,카페,2.7,부산 서구 송도해변로 143 1~3층 (우)49269,['매일 09:00 ~ 24:00'],"{'아메리카노': '4,300', '카페라떼': '4,600', '초콜릿': '5,800', '자몽티': '6,000', '딸기스무디': '6,500'}",{}
와글와글,분식,4.0,부산 영도구 중리북로22번길 5 (우)49118,['월~금 11:00 ~ 19:00'],"{'즉석 떡볶이 (소)': '6,000', '치즈 떡볶이 (소)': '7,000', '라면 밥볶이 (소)': '6,000', '불고기정식': '7,000', '돼지김치찌개': '5,000'}","{'WIFI': '', '주차': '', '흡연실': ''}"
흰여울비치,카페,461,부산 영도구 절영로 236 (우)49081,['월~금 11:00 ~ 20:00'],"{'나.레.라': '7,000', '흰여울블라썸': '7,000', '분홍분홍해': '7,500', '아메리카노(HOT)': '4,500', '카페라떼(HOT)': '5,000'}",{}
명품물회 숯불장어구이 송도직영점,회,1.7,부산 서구 충무대로 130 (우)49264,['null'],"{'물회 (S)': '18,000', '명품물회 (S)': '25,000', '멍게비빔밥 (s)': '18,000', '장어탕 (S)': '12,000', '숯불장어구이 (S)': '25,000'}",{'놀이방': '가능'}
왕밀면냉면 본점,냉면,4.8,부산 서구 충무대로 122-1 1층 (우)49264,['매일 10:00 ~ 20:00'],"{'물밀면': '6,000', '비빔밀면': '6,000', '물냉면': '7,000', '수제돈까스': '7,000', '만두': '4,000'}",{'주차': '가능'}
숙이네,조개,4.9,부산 서구 암남동 620-28,['화~일 11:00 ~ 24:00'],"{'해물모듬 (소)': '50,000', '조개구이 (소)': '60,000', '대하구이 (소)': '20,000', '전복죽 (2인)': '30,000'}",{}
동삼동불짬뽕,중국요리,1.8,부산 영도구 동삼남로 21 (우)49102,"['월,수,목,금,토,일 10:30 ~ 15:30']","{'짜장': '4,000', '우동': '5,500', '짬뽕': '5,500', '불탕수소스면': '5,500', '탕수육': '10,000', '사천탕수육': '13,000', '': ''}",{}
부산고등어빵,"제과,베이커리",3.0,부산 서구 충무대로82번길 17 (우)49269,['기타 (10:00~재료 소진시까지)'],{},{}
호박터숯불촌,갈비,3.7,부산 영도구 절영로 531 (우)49108,['매일 11:30 ~ 22:30'],"{'불고기쌈밥': '8,000', '황제 소 갈비살 양념': '15,000', '차돌낙지볶음': '7,500', '호박터갈비(200g)': '12,000', '목살 왕갈비(250g)': '9,000', '제주생 오겹살(130g)': '', '': ''}",{'주차': '가능'}
여울책장,북카페,4.4,부산 영도구 흰여울길 381 (우)49081,['매일 10:00 ~ 19:00'],"{'아메리카노': '4,500', '카페라떼': '5,500', '흑당라떼': '6,000', '레몬에이드': '5,500', '미숫가루': '5,500'}",{}
원조밀면,국수,3.8,부산 영도구 중리로 12 (우)49117,['매일 11:40 ~ 15:00'],"{'물밀면': '7,000', '비빔밀면': '7,500', '물비빔': '7,500', '사리': '3,000'}",{}
오채담,이탈리안,3.0,부산 영도구 절영로 355 3층 (우)49113,"['월~금 11:45 ~ 21:00', '월~금 휴게시간 15:00 ~ 18:00']","{'뷔페+파스타(평일)': '30,000', '뷔페+파스타(주말/공휴일)': '32,000', '뷔페+스테이크(평일)': '35,000', '뷔페+스테이크(주말/공휴일)': '37,000', '평일저녁 코스메뉴 파스타': '30,000'}",{}
거인왕돈까스,"돈까스,우동",4.0,부산 영도구 절영로 218-2 (우)49081,['매일 11:00 ~ 19:00'],"{'돈까스': '9,000', '치즈돈까스': '10,500', '카레돈까스': '10,500', '뚝배기라면': '5,000', '치즈뚝배기라면': '6,000'}",{}
이유가,한식,4.4,부산 영도구 동삼로28번길 18 (우)49107,['매일 11:00 ~ 21:00'],"{'제주은갈치조림': '9,000', '고등어김치조림': '8,000', '알곤탕': '8,000', '김치찌개': '6,000', '모듬생선구이': '25,000'}",{}
옥천횟집,회,4.0,부산 영도구 중리남로 2-21 (우)49123,['null'],"{'화숙이세트(소)': '30,000', '해물이세트(소)': '30,000', '통우럭매운탕': '30,000', '문어숙회': '25,000', '가리비찜(소)': '20,000'}",{'주차': '가능'}
쿤스트204,카페,4.5,부산 영도구 절영로 204 1층 (우)49081,"['월,화,수,목,금,일 10:30 ~ 21:00']","{'아메리카노': '4,300', '카페라떼': '4,300', '초코라떼': '3,800', '자몽에이드 (ICE)': '5,300', '요거트 스무디 (ICE)': '5,800'}",{}
원조태성하모자연산횟집,회,4.5,"부산 서구 송도해변로 149 1,2층 (우)49269",['매일 10:00 ~ 22:00'],{},"{'WIFI': '', '동물출입': '', '주차': '가능', '휠체어사용': '', '놀이방': ''}"
석화정,한식,4.0,부산 영도구 동삼로42번길 16-11 (우)49107,['매일 09:00 ~ 21:30'],"{'굴국밥': '9,000', '콩나물국밥': '7,000', '묵사발': '8,000', '생굴': '30,000', '굴구이': '45,000', '굴튀김': '20,000', '': ''}",{}
최진사댁,조개,3.5,부산 서구 암남동 620-28,['화~일 12:00 ~ 24:00'],"{'조개구이 (소)': '50,000', '해물모듬 (중)': '60,000', '해물모듬 (대)': '70,000', '해물모듬 (소)': '50,000', '전복죽 (2인)': '30,000'}",{}
달뜨네,일식,4.5,부산 영도구 절영로 208 (우)49081,"['월,수,목,금,토,일 17:00 ~ 22:00']","{'야성의코스 1인': '70,000', '인생고등어': '30,000', '횟밥': '12,000'}",{}
날마다대박나는집,삼겹살,3.0,부산 영도구 동삼로 54 (우)49101,['매일 00:00 ~ 24:00'],"{'뚝배기 불고기': '7,000', '육계장': '7,000', '문경 약돌 생삼겹살(100g)': '7,000', '명품 눈꽃삼겹살(100g)': '7,500', '산더미 오리불고기(오리800g+야채600g)': '35,000'}",{}
영도김가네쑥밀면,국수,4.8,부산 영도구 중리로 3-1 (우)49118,['매일 11:00 ~ 20:30'],"{'물밀면': '6,500', '비빔면': '7,000', '물비빔면': '7,000', '명품손만두': '5,500', '칼국수': '6,000', '들깨칼국수': '7,500', '': ''}",{}
어리목도새기촌,"육류,고기",4.5,부산 영도구 절영로 485 (우)49118,['null'],"{'흑돼지정식 (점심메뉴)': '13,000', '생구이 (120g)': '14,000', '양념구이 (150g)': '13,000', '돔베고기수육 (450g)': '40,000'}",{}
금영돼지국밥,국밥,4.3,부산 영도구 와치로 213 (우)49103,['월~토 10:00 ~ 19:00'],"{'돼지국밥': '8,000', '순대국밥': '8,000', '내장국밥': '8,000', '따로국밥': '10,000', '돼지수육 (대)': '22,000', '돼지수육 (중)': '17,000', '': ''}","{'WIFI': '', '동물출입': '', '주차': '가능', '휠체어사용': '', '놀이방': '', '흡연실': ''}"
우리횟집,회,3.3,부산 서구 송도해변로 159 (우)49269,['매일 11:30 ~ 21:30'],"{'회정식': '25,000', '모듬(소)': '60,000', '우럭매운탕(소)': '30,000', '전복죽': '15,000', '회덮밥': '10,000', '물회': '10,000'}",{'주차': '가능'}
미경이네,조개,4.7,부산 서구 암남동 620-28 B동 305호,['화~일 11:00 ~ 24:00'],"{'해산물 모듬(중)': '60,000', '조개구이(소)': '60,000', '전복죽(2인)': '30,000', '볶음밥(1인)': '2,000', '대하구이': '30,000'}",{'주차': '가능'}
해물나라총각집,"해물,생선",3.7,부산 서구 암남동 620-24 암남공원 주차장 내,['화~일 11:00 ~ 24:00'],{},{}
맛나감자탕 영도동삼점,감자탕,2.7,부산 영도구 동삼로 47 대성타워 102~104호 (우)49102,['null'],"{'맛나감자탕 (소)': '27,000', '맛나뼈찜 (소)': '32,000', '해물뼈찜 (소)': '35,000', '낙지비빔밥': '8,000', '뼈해장국': '8,000'}",{}
컵넛,카페,3.6,부산 영도구 절영로 222 (우)49081,['매일 11:00 ~ 20:00'],{},{}
구름속의산책,양식,2.4,부산 서구 송도해변로 131 (우)49269,['매일 10:00 ~ 24:00'],"{'함박 set': '16,000', '돈가스 set': '9,000', '고르곤 졸라 피자': '10,000', '샬리아핀 스테이크': '45,000', '페파 안심 스테이크': '45,000', '불고기 스테이크': '45,000', '': ''}",{}
큰집꼬리곰탕,곰탕,3.3,부산 영도구 태종로 630 (우)49107,['null'],"{'큰집 곰탕': '9,000', '꼬리 곰탕': '18,000', '도가니 탕': '18,000', '섞어 탕': '18,000', '모듬수육 (소)': '50,000'}",{}
황가네착한소,"육류,고기",2.3,부산 영도구 절영로 509 (우)49117,['매일 11:30 ~ 01:00'],"{'스페셜 황제 소갈비살 정식(250g)': '18,000', '황제 소갈비살 정식(150g)': '12,000', '한우 물회': '10,000', '한우 육회비빔밥': '10,000'}",{}
카페마렌 흰여울점,갤러리카페,4.7,부산 영도구 해안산책길 52 (우)49080,['null'],"{'아메리카노': '3,000', '카페라떼(HOT)': '3,000', '바닐라라떼(HOT)': '3,500', '허니브레드': '4,500', '수제 브라우니': '2,500'}",{}
통나무집,장어,3.6,부산 영도구 중리북로 57 (우)49117,['매일 11:00 ~ 24:00'],"{'장어구이(소)': '40,000', '장어구이(중)': '55,000', '장어구이(대)': '70,000', '장어구이(특대)': '80,000', '장어탕': '12,000'}",{}
해빙모먼트,카페,3.9,부산 영도구 절영로 196 (우)49081,"['월,수,목,금,토,일 10:00 ~ 20:00']","{'흑임자크림라떼': '6,500', '아이스크림라떼': '7,000', '아메리카노': '5,500', '카페라떼': '6,000', '바닐라라떼': '6,500', '카라멜라떼': '6,500', '': ''}",{'주차': ''}
아브라함커피랩,카페,3.6,부산 영도구 와치로 195 제이 103호 (우)49103,"['월,화,수,금,토 13:30 ~ 17:30']",{},{'주차': ''}
스타벅스 투썸캡슐커피전문점,무인카페,5.0,부산 영도구 절영로 210 흰여울순여 (우)49081,['월~목 07:00 ~ 02:00'],"{'스타벅스 캡술 k-cup 시리즈': '2,800', '투썸아로마노트 . 투썸블랙그라운드': '2,300', '초이스카페 복숭아 사과 레몬': '2,300'}","{'WIFI': '가능', '동물출입': '', '주차': '', '휠체어사용': '가능', '놀이방': '', '흡연실': ''}"
거북집,"해물,생선",4.2,부산 서구 충무대로82번길 35 (우)49269,['매일 06:00 ~ 22:00'],"{'황태해장국': '8,000', '순두부': '8,000', '낙지볶음': '10,000', '매운탕': '10,000', '꽃게탕': '12,000'}",{}
더레이지캣 2호점,카페,57,부산 영도구 절영로 222-2 (우)49081,['월~금 11:00 ~ 18:30'],"{'아메리카노 (HOT)': '5,000', '눈꽃빙수': '15,000'}",{}
에르마나,양식,52,부산 영도구 와치로 195 제이 1층 101호 (우)49103,"['화~토 11:30 ~ 21:00', '화~토 휴게시간 15:30 ~ 17:00']","{'살시챠 비스마르크': '21,000', '트러플 라구 파스타': '16,500'}","{'WIFI': '가능', '동물출입': '가능', '주차': '가능', '휠체어사용': '가능', '놀이방': '', '흡연실': ''}"
커피보이스 송도점,커피전문점,4.0,부산 서구 송도해변로 157-1 (우)49269,['매일 10:00 ~ 22:00'],{},{}
북창동순두부 부산영도점,북창동순두부,3.2,부산 영도구 동삼로28번길 15 1층 (우)49107,['매일 10:00 ~ 22:00'],{},{}
더해빙커피,카페,4.7,부산 영도구 절영로 224-1 1층 (우)49081,"['월,수,목,금 12:00 ~ 19:00']","{'아이스크림 라떼': '7,000', '아메리카노': '5,500', '바닐라 라떼': '6,500', '라떼': '6,000', '피넛 크림 라떼': '5,500', '레몬': '6,500', '': ''}",{}
리케이온,커피전문점,4.2,부산 영도구 중리북로22번길 32 1층 (우)49118,['null'],"{'아메리카노': '4,100', '아인슈패너': '6,000', '피낭시에': '2,100'}","{'WIFI': '가능', '동물출입': '', '주차': '', '휠체어사용': '', '놀이방': '', '흡연실': ''}"
사카나,일식집,4.0,부산 영도구 동삼로28번길 20 (우)49107,['매일 17:00 ~ 01:00'],"{'숙성 사시미': '20,000', '연어 사시미': '20,000', '연어+활어 사시미': '20,000', '참치+활어 사시미': '22,000', '단새우 사시미': '35,000', '대광어 숙성사시미': '40,000', '': ''}",{}
조방낙지,"해물,생선",2.9,부산 영도구 동삼로 85 (우)49098,['매일 10:00 ~ 22:00'],"{'낙곱볶음': '8,000', '불낙전골(소)': '33,000', '곱창전골(소)': '35,000', '연포탕(소)': '45,000'}",{}
카페 메이사,카페,4.3,부산 영도구 동삼로29번길 5 삼창파크타운 상가 103호 (우)49108,['매일 11:00 ~ 22:00'],"{'아메리카노': '3,000', '카페라떼': '3,500', '녹차라떼': '3,500', '매실모히또': '4,500', '자몽얼그레이': '4,500', '오쿠르': '5,000', '': ''}",{}
힐링하우스,카페,4.2,부산 영도구 흰여울길 92 (우)49081,['매일 10:00 ~ 18:00'],"{'아메리카노': '3,800', '카페라떼': '4,800', '카페모카': '4,800', '카라멜마끼아또': '4,800', '바닐라라떼': '4,800'}",{}
미송하모샤브샤브,회,3.4,부산 서구 충무대로 124 미송하모샤브샤브 (우)49264,['null'],"{'하모샤브샤브(소)': '80,000', '하모회(소)': '70,000', '매운탕(소)': '30,000', '일반회': '변동가격', '하모어탕': '8,000'}",{}
청춘식당,양식,3.1,부산 영도구 중리로 46-11 (우)49115,['화~일 11:00 ~ 22:00'],"{'베이컨크림파스타': '7,900', '빠네크림파스타': '9,900', '킹프라운크림파스타': '10,900', '해물크림파스타': '9,900', '등갈비를품은짬뽕파스타': '10,900', '나가사끼짬뽕파스타': '10,500', '': ''}",{}
제주와홍돼지,"육류,고기",5.0,부산 영도구 중리북로 61 (우)49117,['매일 10:00 ~ 23:00'],"{'낙지제육볶음': '8,000', '한방왕갈비탕': '8,000', '언양불고기정식': '8,000', '불고기전골정식': '8,000', '김치찌개정식': '6,000'}",{'주차': '가능'}
청송농원,오리,4.0,부산 영도구 와치로 145 (우)49094,['매일 00:00 ~ 24:00'],"{'옻오리/닭': '55,000', '오리/닭 백숙': '50,000', '오리구이': '40,000', '오리불고기': '40,000', '오리훈제': '40,000'}",{'주차': '가능'}
꼬막가,조개,5.0,부산 서구 충무대로82번길 17 1층 (우)49269,['월~토 10:00 ~ 20:30'],"{'꼬막정식': '13,500', '꼬막비빔밥': '7,000', '서대밥상': '8,000', '굴국밥': '8,000'}",{}
영도솔밭농원,닭요리,3.5,부산 영도구 와치로 318 (우)49123,['null'],"{'삼계탕': '15,000', '옻 삼계탕': '17,000', '상황버섯 닭백숙': '65,000', '상황버섯 오리백숙': '70,000', '닭백숙': '45,000'}",{'주차': '가능'}
롯데리아 영도동삼점,롯데리아,4.7,부산 영도구 동삼로 25 (우)49108,['매일 09:00 ~ 23:00'],"{'패밀리팩_콜라': '23,200', '더블팩_콜라': '15,800', '투게더팩_콜라': '14,200', '더블한우불고기 버거': '12,400', '마라로드 비프': '6,900', '마라로드 치킨': '5,400', '': ''}",{}
칠칠켄터키 부산송도점,치킨,3.1,부산 서구 송도해변로 131 (우)49269,['null'],"{'후라이드+양념켄터키치킨': '17,000', '양념+간장켄터키치킨': '17,500', '땡초+마늘켄터키치킨': '17,900', '후라이드+깐풍켄터키치킨': '17,900'}",{}
중리콩나물국밥,국밥,5.0,부산 영도구 중리남로 41-1 중리콩나물국밥 (우)49123,['매일 07:00 ~ 21:00'],"{'추천\n콩나물국밥': '6,000', '냉콩나물국밥': '6,000', '콩나물비빔밥': '6,000', '만둣국': '7,000', '두부만두전골': '20,000', '추천\n수육': '15,000', '': ''}",{}
고슬로우,카페,3.4,부산 영도구 절영로 246-24 (우)49081,['매일 11:00 ~ 19:00'],"{'아메리카노': '4,500', '라떼': '5,000', '버터크림라떼': '6,000', '딸기라떼': '6,000', '레몬에이드': '5,500'}",{}
명품달인김밥 동삼동점,분식,5.0,부산 영도구 동삼로 33 1층 (우)49106,['화~일 07:00 ~ 14:00'],"{'명품달인김밥': '2,500', '매운숯불김밥': '3,500', '달인김밥': '2,000'}",{}
신기여울,커피전문점,3.3,"부산 영도구 절영로 202-2 1,2층 (우)49081",['월~금 12:00 ~ 19:00'],"{'아메리카노': '5,000', '카페라떼': '5,500', '그린티라떼': '5,500', '요거트스무디': '5,500', '청자몽아이스티': '6,500'}",{}
포항물회전문,회,3.3,부산 영도구 절영로 478 (우)49123,['null'],"{'물회 (소)': '9,000', '비빔회 (소)': '9,000', '도시락': '10,000', '한치물회': '12,000', '한치사라회 (소)': '20,000'}",{}
이디야커피 부산송도해상케이블카점,이디야커피,2.4,부산 서구 송도해변로 171 3층 (우)49269,['월~금 09:00 ~ 20:00'],{},{}
동해물회횟집,회,3.0,부산 서구 송도해변로 157 (우)49269,['null'],{},{}
도원참치물회,회,4.4,부산 영도구 절영로 468 2층 (우)49123,['월~토 10:30 ~ 21:00'],"{'참치덮밥': '13,000', '전복회(중)': '40,000', '소라회(중)': '40,000', '참치초밥': '13,000', '전복죽': '13,000'}",{}
뚱보네,"해물,생선",5.0,부산 서구 암남동 620-28,['화~일 11:00 ~ 24:00'],{},{}
산호옥횟집,회,1.4,부산 서구 송도해변로 145 (우)49269,['매일 13:00 ~ 02:00'],"{'하모회 (소)': '70,000', '장어구이 (2인분)': '50,000', '조개구이 (소)': '40,000', '장어매운탕 (2인분)': '40,000', '우럭매운탕 (2인분)': '30,000'}",{}
대박밀면 영도점,국수,4.6,부산 영도구 동삼로 32 (우)49107,['null'],"{'우동정식': '8,500', '비빔밀면': '6,000', '비빔밀면(매운맛)': '6,500', '물비밈밀면': '6,500', '물비밈밀면(매운맛)': '6,500', '생등심돈까스': '7,500', '': ''}",{}
바닷속조개왕국,조개,4.8,부산 서구 송도해변로 147-1 (우)49269,['매일 12:00 ~ 02:00'],"{'조개구이(소)': '50,000', '조개구이(중)': '60,000', '조개구이(대)': '70,000', '장어구이(소)': '50,000', '장어구이(대)': '70,000'}","{'WIFI': '가능', '동물출입': '가능', '주차': '가능', '휠체어사용': '가능', '놀이방': '', '흡연실': ''}"
캔버스다락,카페,4.1,부산 영도구 흰여울길 247 (우)49081,['null'],"{'아메리카노': '5,000', '카페라떼': '6,000', '청포도에이드': '6,000', '쟈스민차': '5,000', '레몬아이스티': '5,000'}","{'동물출입': '', '주차': '', '휠체어사용': '', '놀이방': '', '흡연실': ''}"
흰여울마을카페,카페,5.0,부산 영도구 절영로 194 (우)49081,['매일 11:00 ~ 18:00'],"{'아메리카노(HOT)': '3,000', '라떼(HOT)': '4,000', '카푸치노(HOT)': '4,000', '바닐라 라떼(HOT)': '4,000', '캐러멜 마끼야또(HOT)': '4,000'}",{}
조선화로집 영도동삼점,"육류,고기",5.0,부산 영도구 절영로 560 (우)49109,['매일 11:00 ~ 22:00'],"{'꽃갈비(150g)': '9,900', '황제갈비살(150g)': '13,900', '안창꽃살(130g)': '15,900', '조선수제소갈비 소금(200g)': '24,000', '한우육회': '19,000'}",{}
달콤커피 부산송도케이블카점,달콤커피,4.0,부산 서구 송도해변로 171 송도해상케이블카 하부정류장 1층 105호 (우)49269,['매일 10:00 ~ 22:00'],{},{}
루블루,카페,2.6,부산 영도구 절영로 192 (우)49081,['화~일 11:00 ~ 23:00'],"{'아메리카노': '4,000', '카페라떼': '5,000', '얼그레이': '4,000', '초코라떼': '5,000', '자몽에이드': '5,000'}",{}
삼거리횟집,회,3.7,부산 영도구 동삼로28번길 15 1층 (우)49107,['월~토 11:00 ~ 23:00'],"{'자연산모듬회(소)': '55,000', '자연산모듬회(중)': '70,000', '자연산모듬회(대)': '90,000', '모듬회(소)': '45,000', '모듬회(중)': '55,000', '모듬회(대)': '70,000', '': ''}",{}
어반,"해물,생선",5.0,부산 영도구 동삼로 20 2층 (우)49107,['null'],{},{}
닭먹고오리발,치킨,5.0,부산 영도구 함지로 6 (우)49119,['월~토 16:00 ~ 23:00'],"{'닭오 양념구이 스페셜': '20,000', '닭오 양념구이 라면사리': '18,000', '닭오 양념구이 떡사리': '18,000', '닭오 양념구이': '16,000'}",{}
미조횟집,회,3.7,부산 서구 송도해변로 131 (우)49269,['매일 11:00 ~ 20:00'],{},{}
고씨아구찜,아구,4.0,부산 영도구 중리북로41번길 29 (우)49118,['null'],"{'잡어탕': '11,000', '생아구탕': '11,000', '생아구찜(소)': '30,000'}",{}
카페드봄,카페,2.0,부산 영도구 절영로 355 2층 (우)49113,['매일 11:00 ~ 23:00'],"{'아메리카노': '5,500', '카페라떼': '6,000', '우롱차': '5,500', '녹차라떼': '6,000', '아포가토': '7,000'}","{'주차': '가능', '놀이방': '', '흡연실': ''}"
혜영이네,조개,2.0,부산 서구 암남동 620-24,['화~일 09:00 ~ 24:00'],"{'전복죽': '30,000', '조개구이': '60,000'}",{}
샤브향 부산영도점,샤브향,1.0,"부산 영도구 동삼로 56 한나타워 9층 901, 902호 (우)49101",['매일 11:30 ~ 22:00'],{},{}
하이까눌레,"제과,베이커리",4.4,부산 영도구 절영로 214 (우)49081,"['월,수,목,금,토,일 12:30 ~ 17:30 (소진시마감)']","{'아메리카노': '5,000', '카페라떼': '5,500', '수제바닐라빈라떼': '6,000', '그린티라떼': '5,500', '녹차크림롤': '5,500'}",{}
골목경양식,양식,5.0,부산 영도구 웃서발로 80-7 1층 (우)49101,['매일 11:00 ~ 22:00'],"{'돈까스': '7,500', '안심까스': '8,000', '생선까스': '8,500', '치즈까스': '8,500', '왕새우까스': '10,000'}",{'주차': ''}
유가네닭갈비 부산송도점,유가네닭갈비,2.0,부산 서구 송도해변로 133 2층 (우)49269,['매일 11:00 ~ 22:00'],{},{}
전통포항물회,회,2.3,부산 영도구 절영로 452 (우)49123,['매일 09:00 ~ 21:00'],{},{}
흰여울점빵,분식,2.4,부산 영도구 흰여울길 121 (우)49081,['null'],"{'아메리카노': '3,000', '카페라떼': '3,500', '자몽 에이드 (ICE)': '4,000', '딸기 요거트 스무디': '4,000', '딸기 스무디': '3,500'}",{}
카페피라,카페,3.3,부산 영도구 절영로 246 (우)49081,['매일 10:00 ~ 20:00'],"{'아메리카노': '4,000', '카페라떼': '4,500', '플레인 요거트스무디': '5,500', '초콜릿': '4,500', '딸기주스': '5,500', '케모마일': '4,500', '': ''}",{}
